stid,dsid,sitename,lat,long,dep_env,Lake/Bog/Neither [Andria],edited [Claire],notes [Claire],Site Notes [Grace&Jack],lake_size [ha],lake_size_andria_ge [m2],Notes [Andria],Status [Grace],Tilia's Entered Lake Size (ha) [Grace],Notes [Grace]
24088,41882,Wegerzyn garden forest,39.81361,-84.21528,Moist Soil,,NA,NA,,NA,,,,,
24114,41913,Mott 1974 Site 1,53.967,-64.567,Mire,mire,NA,NA,,NA,,,,,
24115,41914,Mott 1974 Site 2,53.81667,-65.03333,Mire,mire,NA,NA,,NA,,,,,
24116,41915,Mott 1974 Site 3,53.60556,-64.46111,Mire,mire,NA,NA,,NA,,,,,
24117,41916,Mott 1974 Site 4,53.47778,-64.63333,Mire,mire,NA,NA,,NA,,,,,
24118,41917,Mott 1974 Site 5,53.42222,-64.75,Mire,mire,NA,NA,,NA,,,,,
24119,41918,Mott 1974 Site 6,53.59167,-64.3,Mire,mire,NA,NA,,NA,,,,,
24120,41919,Mott 1974 Site 7,53.55417,-63.875,Mire,mire,NA,NA,,NA,,,,,
24121,41920,Mott 1974 Site 8,53.65,-63.65,Mire,mire,NA,NA,,NA,,,,,
24122,41921,Mott 1974 Site 9,53.70833,-63.49583,Mire,mire,NA,NA,,NA,,,,,
24123,41922,Mott 1974 Site 10,53.85,-63.26667,Mire,mire,NA,NA,,NA,,,,,
24128,41954,Alfies Lake,47.88154,-84.86725,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
24129,42001,Beaverhouse Lake,46.147135,-85.493955,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24132,42161,Unit Lake,59.41115,-97.489955,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24136,42171,Nichicun Lake Site 1,53.19288,-70.87688,Moss Polster,polster,NA,NA,,NA,,,,,
24136,42172,Nichicun Lake Site 1,53.19288,-70.87688,Bog,bog,NA,NA,,NA,,,,,
24137,42173,Nichicun Lake Site 2,53.2,-71,Moss Polster,polster,NA,NA,,NA,,,,,
24137,42174,Nichicun Lake Site 2,53.2,-71,Bog,bog,NA,NA,,NA,,,,,
24138,42175,Nichicun Lake Site 3,53.036945,-71.054375,Moss Polster,polster,NA,NA,,NA,,,,,
24138,42176,Nichicun Lake Site 3,53.036945,-71.054375,Bog,bog,NA,NA,,NA,,,,,
24139,42177,Nichicun Lake Site 4,53.15211,-71.019975,Moss Polster,polster,NA,NA,,NA,,,,,
24139,42178,Nichicun Lake Site 4,53.15211,-71.019975,Bog,bog,NA,NA,,NA,,,,,
24141,42182,Nichicun Lake Site 5,53.18333,-70.83333,Moss Polster,polster,NA,NA,,NA,,,,,
24141,42183,Nichicun Lake Site 5,53.18333,-70.83333,Bog,bog,NA,NA,,NA,,,,,
24142,42184,Hughes Site 6,52.55,-70.46667,Bog,bog,NA,NA,,NA,,,,,
24143,42185,Hughes Site 7,55.11667,-68.81667,Bog,bog,NA,NA,,NA,,,,,
24144,42186,Hughes Site 8,53.85,-69.03333,Bog,bog,NA,NA,,NA,,,,,
16905,42187,Mer Bleue Bog,45.40194,-75.498945,Pitcher Plant,,NA,NA,,NA,,,,,
16905,42188,Mer Bleue Bog,45.40194,-75.498945,Pitcher Plant,,NA,NA,,NA,,,,,
16905,42189,Mer Bleue Bog,45.40194,-75.498945,Pitcher Plant,,NA,NA,,NA,,,,,
16905,42190,Mer Bleue Bog,45.40194,-75.498945,Pitcher Plant,,NA,NA,,NA,,,,,
16905,42191,Mer Bleue Bog,45.40194,-75.498945,Bog,bog,NA,NA,,NA,,,,,
16905,42192,Mer Bleue Bog,45.40194,-75.498945,Bog,bog,NA,NA,,NA,,,,,
16905,42193,Mer Bleue Bog,45.40194,-75.498945,Bog,bog,NA,NA,,NA,,,,,
24145,42194,McKay Lake,45.45155,-75.66938,Flood Scour Lake,lake,NA,NA,,NA,,,,,
24145,42195,McKay Lake,45.45155,-75.66938,Flood Scour Lake,lake,NA,NA,,NA,,,,,
24146,42197,Greylock Bog,46.12217,-85.517815,Bog,bog,NA,NA,,NA,,,,,
24149,42379,US 2 Bog,46.10254,-85.518905,Bog,bog,NA,NA,,NA,,,,,
24150,42380,Lac Bourgeois [Mud Lake],45.50163,-75.872285,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24150,42381,Lac Bourgeois [Mud Lake],45.50163,-75.872285,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24150,42382,Lac Bourgeois [Mud Lake],45.50163,-75.872285,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24150,42383,Lac Bourgeois [Mud Lake],45.50163,-75.872285,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24150,42384,Lac Bourgeois [Mud Lake],45.50163,-75.872285,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24151,42385,Lac Meech [Meech Lake],45.542305,-75.89492,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24151,42386,Lac Meech [Meech Lake],45.542305,-75.89492,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24151,42387,Lac Meech [Meech Lake],45.542305,-75.89492,Pitcher Plant,,NA,NA,,NA,,,,,
24151,42388,Lac Meech [Meech Lake],45.542305,-75.89492,Pitcher Plant,,NA,NA,,NA,,,,,
9997,42389,Fracas Lake,36.6307,-112.238595,Solution Origin Lake,lake,NA,NA,,NA,,,,,
9997,42390,Fracas Lake,36.6307,-112.238595,Solution Origin Lake,lake,NA,NA,,NA,,,,,
9997,42391,Fracas Lake,36.6307,-112.238595,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24152,42392,East Lake,36.57008,-112.18062,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24152,42393,East Lake,36.57008,-112.18062,Solution Origin Lake,lake,NA,NA,,NA,,,,,
10000,42394,Bear Lake,36.371125,-112.147175,Solution Origin Lake,lake,NA,NA,,NA,,,,,
10000,42395,Bear Lake,36.371125,-112.147175,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24153,42396,Dry Park Lake North,36.419525,-112.233475,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24154,42397,Dry Park Lake South,36.41913,-112.233305,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24155,42398,Warm Springs Lake,36.69023,-112.281975,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24156,42399,Frank's Lake,36.513645,-112.183025,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24157,42400,Oquer Lake,36.500265,-112.22299,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24158,42401,Jacob Lake,36.70725,-112.23096,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24159,42402,North Murrays Lake,36.630965,-112.175425,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24160,42403,South Murrays Lake,36.630805,-112.17572,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24161,42404,North Glenn Lake,36.56381,-112.17716,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24162,42405,South Glenn Lake,36.55924,-112.17628,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24163,42406,West Glenn Lake,36.56113,-112.179055,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24164,42407,North Lookout Lake,36.46514,-112.186625,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24165,42408,South Lookout Lake,36.462655,-112.1897,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24166,42409,Marble Sinkhole,36.381015,-112.062215,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24167,42410,Joe's Mud Hole,36.576825,-112.21153,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24168,42411,Jolly Sink,36.68802,-112.186445,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24169,42412,Dog Lake,36.42207,-112.08966,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24170,42413,Tater Sink,36.46839,-112.121315,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24171,42414,Mud Lake,36.62441,-112.27394,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24172,42415,V T Lake,36.44728,-112.12773,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24178,42537,Carnegie Trail Pond,46.09369,-85.522705,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24183,42547,Antler Pond,40.02309,-107.119375,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24187,42559,Whitebark Moraine Pond,43.788365,-110.794225,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24190,42571,Seven Sisters Lakes North,39.44305,-106.487505,Cirque Lake,lake,NA,NA,,NA,,,,,
24191,42572,Grizzly Lake,39.0505,-106.594475,Cirque Lake,lake,NA,NA,,NA,,,,,
24192,42573,Independence Lake,39.14353,-106.56814,Cirque Lake,lake,NA,NA,,NA,,,,,
24193,42574,Tuhare Lakes West,39.45049,-106.478415,Cirque Lake,lake,NA,NA,,NA,,,,,
24194,42575,Lost Man Lake,39.153195,-106.568825,Cirque Lake,lake,NA,NA,,NA,,,,,
24195,42576,Seven Sisters Lakes Central,39.44155,-106.481395,Cirque Lake,lake,NA,NA,,NA,,,,,
24196,42577,Petroleum Lake,39.0263,-106.636325,Cirque Lake,lake,NA,NA,,NA,,,,,
24197,42578,Seven Sisters Lakes South,39.43657,-106.482885,Cirque Lake,lake,NA,NA,,NA,,,,,
24198,42579,North Halfmoon Lakes,39.181355,-106.496135,Cirque Lake,lake,NA,NA,,NA,,,,,
24199,42580,Tuhare Lakes East,39.448825,-106.470315,Cirque Lake,lake,NA,NA,,NA,,,,,
24200,42581,South Halfmoon Lakes,39.178205,-106.492785,Cirque Lake,lake,NA,NA,,NA,,,,,
24201,42582,Linkins Lake,39.128535,-106.58861,Cirque Lake,lake,NA,NA,,NA,,,,,
24202,42583,Seven Sisters Lakes West,39.43206,-106.487095,Cirque Lake,lake,NA,NA,,NA,,,,,
24203,42584,Cleveland Lake,39.420725,-106.490315,Cirque Lake,lake,NA,NA,,NA,,,,,
24204,42585,Cathedral Lake,39.02804,-106.84314,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24205,42586,Tabor Creek Lake,39.053925,-106.647465,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24206,42587,Anderson Lake,39.02034,-106.62762,Cirque Lake,lake,NA,NA,,NA,,,,,
24207,42588,Saint Kevin Lake,39.31055,-106.42677,Cirque Lake,lake,NA,NA,,NA,,,,,
24208,42589,Missouri Lakes Adjacent,39.39921,-106.51519,Cirque Lake,lake,NA,NA,,NA,,,,,
24209,42590,Missouri Lakes North,39.3962,-106.511405,Cirque Lake,lake,NA,NA,,NA,,,,,
24210,42591,Missouri Lakes Central,39.391705,-106.51524,Cirque Lake,lake,NA,NA,,NA,,,,,
24211,42592,Missouri Lakes South,39.38712,-106.51555,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24212,42593,Lake Constantine,39.45039,-106.455625,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24213,42594,Hunky Dory Lake,39.42175,-106.483975,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24214,42595,American Lake,39.05639,-106.829785,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24215,42596,Native Lake,39.225235,-106.45926,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24216,42597,Sopris Lake,39.371325,-106.503065,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24217,42598,Galena Lake,39.296955,-106.420215,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24218,42599,Brady Lake,39.36734,-106.501625,Cirque Lake,lake,NA,NA,,NA,,,,,
24219,42600,Bear Lake,39.296405,-106.415235,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24220,42601,Whitney Lake,39.42638,-106.450315,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24221,42602,Timberline Lake,39.298395,-106.47574,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24222,42603,Sellar Lake,39.323225,-106.58496,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24223,42604,Thomas Lakes South,39.270095,-107.14066,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24224,42605,Thomas Lakes North,39.27261,-107.14384,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24225,42606,Eagle Lake,40.211145,-105.650725,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24226,42607,Hardscrabble Lake,39.23123,-107.100655,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24227,42608,Crater Lake,39.084765,-106.96828,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24228,42609,Maroon Lake,39.096805,-106.945165,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24229,42610,Weller Lake,39.115295,-106.721065,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24230,42611,Diemer Lake,39.334585,-106.60696,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
24232,42645,Soldier Creek Meadow,32.70177,-109.92042,Colluvium,,NA,NA,,NA,,,,,
23716,42656,Henrys Fork (lower exposure),40.8214,-110.38196,Soil,,NA,NA,,6.8,,,,,
23716,42657,Henrys Fork (lower exposure),40.8214,-110.38196,Moist Soil,,NA,NA,,6.8,,,,,
23716,42658,Henrys Fork (lower exposure),40.8214,-110.38196,Moist Soil,,NA,NA,,6.8,,,,,
23717,42659,Henrys Fork (upper exposure),40.80042,-110.36052,Soil,,NA,NA,,NA,,,,,
23717,42660,Henrys Fork (upper exposure),40.80042,-110.36052,Moist Soil,,NA,NA,,NA,,,,,
23717,42661,Henrys Fork (upper exposure),40.80042,-110.36052,Moist Soil,,NA,NA,,NA,,,,,
24237,42663,Northwest Gander River,48.57562,-55.41568,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24269,42722,Conne River,48.24774,-55.493585,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24278,42745,Keyhold Pond,61.07859,-138.373465,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
24373,42854,Site 64-9H (Riegel 1965),25.59502,-80.982,Mire,mire,NA,NA,,NA,,,,,
24374,42855,Site 62-33b (Riegel 1965),25.32099,-80.80725,Solution Origin Lake,lake,NA,NA,,NA,,,,,
24375,42856,Site 62-25 (Riegel 1965),25.41752,-80.97969,Brackish Marsh,marsh,NA,NA,,NA,,,,,
24376,42857,Site 62-30 (Riegel 1965),25.235,-80.81667,Brackish Marsh,marsh,NA,NA,,NA,,,,,
24377,42858,Site 64-11 (Riegel 1965),25.51686,-81.16207,Brackish Marsh,marsh,NA,NA,,NA,,,,,
24378,42859,Site 64-22 (Riegel 1965),25.37,-80.92167,Brackish Marsh,marsh,NA,NA,,NA,,,,,
24381,42864,Site 64-E7 (Riegel 1965),25.6557,-80.71056,Slough,,NA,NA,,NA,,,,,
24381,42865,Site 64-E7 (Riegel 1965),25.6557,-80.71056,Slough,,NA,NA,,NA,,,,,
24382,42879,Twin Lakes,41.32273,-123.669085,Tectonic Origin Lake,lake,NA,NA,,NA,,,,,
3529,4557,Aino Pond,42.67972,-71.92667,Kettle Lake,lake,2,"Confirmed pond, assumed correct loc. (unlabeled)",,1.8,,,,,
3530,4558,Dead Frog Pond,42.57444,-72.50861,Kettle Lake,lake,NA,NA,,NA,,,,,
26173,45655,Mirror Lake,38.743205,-106.4323,Kettle Lake,lake,NA,NA,,NA,,,,,
26504,46131,Sweeton Pond,36.79131,-92.22314,Solution Origin Lake,lake,NA,NA,,NA,,,,,
26557,46290,Anthony Lake,44.959675,-118.231425,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
26558,46292,Twin Lakes,47.24152,-113.910925,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
26634,46611,Little Windy Hill Pond,41.433255,-106.33695,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
26638,46630,Begbie Lake,48.58559,-123.68293,Natural Lake,lake,NA,NA,,NA,,,,,
26641,46645,Lower Paintrock Lake,44.392785,-107.381835,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
26644,46659,Rainbow Lake,44.93616,-109.50024,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
26645,46664,Paisley Caves surface sample,42.605,-120.42383,Terrestrial,,NA,NA,,NA,,,,,
26646,46666,Paisley Caves surface sample,42.724,-120.5425,Terrestrial,,NA,NA,,NA,,,,,
26647,46667,Paisley Caves surface sample,42.75717,-120.55233,Terrestrial,,NA,NA,,NA,,,,,
26648,46668,Paisley Caves surface sample,42.58667,-120.367,Terrestrial,,NA,NA,,NA,,,,,
26649,46669,Paisley Caves surface sample,42.27183,-120.352,Terrestrial,,NA,NA,,NA,,,,,
26650,46670,Paisley Caves surface sample,42.72583,-120.73533,Terrestrial,,NA,NA,,NA,,,,,
26651,46672,Hummingbird Lake,56.55185,-135.01205,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
26652,46673,Paisley Caves surface sample,42.86733,-120.80417,Terrestrial,,NA,NA,,NA,,,,,
26653,46674,Paisley Caves surface sample,43.00833,-120.77017,Terrestrial,,NA,NA,,NA,,,,,
26654,46675,Paisley Caves surface sample,43.10567,-120.85267,Terrestrial,,NA,NA,,NA,,,,,
26655,46676,Paisley Caves surface sample,43.13567,-121.07317,Terrestrial,,NA,NA,,NA,,,,,
26656,46677,Paisley Caves surface sample,43.25667,-121.15567,Terrestrial,,NA,NA,,NA,,,,,
26657,46678,Paisley Caves surface sample,43.40767,-121.242,Terrestrial,,NA,NA,,NA,,,,,
26658,46680,West LaSalle,53.519745,-120.67606,Glacial Meltwater Channel Lake,lake,NA,NA,,NA,,,,,
26659,46682,Paisley Cave 2,42.75668,-120.57277,Cave,,NA,NA,,NA,,,,,
26659,46684,Paisley Cave 2,42.75668,-120.57277,Cave,,NA,NA,,NA,,,,,
26671,46716,Billings Park,46.71273,-92.142395,Fluvial,,NA,NA,,NA,,,,,
26672,46718,North Bay,46.652475,-92.23825,Fluvial,,NA,NA,,NA,,,,,
26673,46720,Minnesota Point,46.73338,-92.06504,Fluvial,,NA,NA,,NA,,,,,
26674,46722,Pokegama Bay,46.695825,-92.17199,Fluvial,,NA,NA,,NA,,,,,
26676,46726,North of Clough Island,46.71387,-92.18675,Fluvial,,NA,NA,,NA,,,,,
26678,46730,Beauty Lake,44.96856,-109.572015,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
26738,46801,Hospital Flat Meadow,32.66757,-109.87742,Valley Mire,mire,NA,NA,,NA,,,,,
13879,46803,Mica Lake,60.686945,-148.14344,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
26872,46958,"Wet Prairie ""Fak-1 prairie""",25.96868,-81.36534,Fen,fen,NA,NA,,NA,,,,,
26873,46959,"Pine prairie ""Fak3 pine""",25.97257,-81.37444,Moist Soil,,NA,NA,,NA,,,,,
26874,46960,"Ballard's pond ""Fak5 pond""",26.02875,-81.3972,Pond,,NA,NA,,NA,,,,,
26875,46961,"Palm prairie ""Fak7 palm""",26.05443,-81.44943,Fen,fen,NA,NA,,NA,,,,,
26876,46962,"Begin boardwalk ""Fak8 beginB""",25.94293,-81.4697,Swamp,swamp,NA,NA,,NA,,,,,
26877,46963,"Mid of boardwalk ""Fak9 midB""",25.94638,-81.46922,Swamp,swamp,NA,NA,,NA,,,,,
11616,46964,"Big Cypress Bend [End boardwalk ""Fak10 endB""]",25.949,-81.46761,Swamp,swamp,NA,NA,,NA,,,,,
26878,46965,King & Kapp 1963 Site 1,43.19201,-79.58335,Moss Polster,polster,NA,NA,,NA,,,,,
26879,46966,King & Kapp 1963 Site 2,43.39784,-79.8379,Moss Polster,polster,NA,NA,,NA,,,,,
26880,46967,King & Kapp 1963 Site 3,43.86164,-79.65609,Moss Polster,polster,NA,NA,,NA,,,,,
26881,46968,King & Kapp 1963 Site 4,43.98263,-79.65845,Moss Polster,polster,NA,NA,,NA,,,,,
26882,46969,King & Kapp 1963 Site 5,44.27628,-79.65909,Moss Polster,polster,NA,NA,,NA,,,,,
26883,46970,King & Kapp 1963 Site 6,44.50182,-79.5103,Moss Polster,polster,NA,NA,,NA,,,,,
26884,46971,King & Kapp 1963 Site 7,44.75323,-79.34111,Moss Polster,polster,NA,NA,,NA,,,,,
26885,46972,King & Kapp 1963 Site 8,45.10336,-79.32006,Moss Polster,polster,NA,NA,,NA,,,,,
26886,46973,King & Kapp 1963 Site 9,45.36266,-79.22738,Moss Polster,polster,NA,NA,,NA,,,,,
26887,46974,King & Kapp 1963 Site 10,45.76361,-79.4294,Moss Polster,polster,NA,NA,,NA,,,,,
26888,46975,King & Kapp 1963 Site 11,46.19916,-79.36687,Moss Polster,polster,NA,NA,,NA,,,,,
26889,46976,King & Kapp 1963 Site 12,46.39462,-79.47253,Moss Polster,polster,NA,NA,,NA,,,,,
26890,46977,King & Kapp 1963 Site 13,46.67165,-79.7582,Moss Polster,polster,NA,NA,,NA,,,,,
26891,46978,King & Kapp 1963 Site 14,46.92518,-79.74301,Moss Polster,polster,NA,NA,,NA,,,,,
26892,46979,King & Kapp 1963 Site 15,47.04657,-79.80137,Moss Polster,polster,NA,NA,,NA,,,,,
26893,46980,King & Kapp 1963 Site 16,46.81846,-79.97914,Moss Polster,polster,NA,NA,,NA,,,,,
26893,46981,King & Kapp 1963 Site 16,46.81846,-79.97914,Moss Polster,polster,NA,NA,,NA,,,,,
26893,46982,King & Kapp 1963 Site 16,46.81846,-79.97914,Moss Polster,polster,NA,NA,,NA,,,,,
26894,46983,King & Kapp 1963 Site 17,47.04597,-80.25213,Moss Polster,polster,NA,NA,,NA,,,,,
26894,46984,King & Kapp 1963 Site 17,47.04597,-80.25213,Moss Polster,polster,NA,NA,,NA,,,,,
26895,46985,King & Kapp 1963 Site 18,47.22574,-79.82237,Moss Polster,polster,NA,NA,,NA,,,,,
26895,46986,King & Kapp 1963 Site 18,47.22574,-79.82237,Moss Polster,polster,NA,NA,,NA,,,,,
26895,46987,King & Kapp 1963 Site 18,47.22574,-79.82237,Moss Polster,polster,NA,NA,,NA,,,,,
26895,46988,King & Kapp 1963 Site 18,47.22574,-79.82237,Moss Polster,polster,NA,NA,,NA,,,,,
26896,46989,King & Kapp 1963 Site 19,47.49101,-80.43829,Moss Polster,polster,NA,NA,,NA,,,,,
26896,46990,King & Kapp 1963 Site 19,47.49101,-80.43829,Moss Polster,polster,NA,NA,,NA,,,,,
26896,46991,King & Kapp 1963 Site 19,47.49101,-80.43829,Moss Polster,polster,NA,NA,,NA,,,,,
26911,47112,Aubrey Clovis Site (Surface sample A),33.323215,-97.028685,River Terrace,polster,NA,NA,,NA,,,,,
26912,47113,Aubrey Clovis Site (Surface sample B),33.32429,-96.99736,River Terrace,polster,NA,NA,,NA,,,,,
26921,47259,Hall's Cave,29.973435,-99.37515,Cave,,NA,NA,,NA,,,,,
26921,47268,Hall's Cave,29.973435,-99.37515,Cave,,NA,NA,,NA,,,,,
26921,47269,Hall's Cave,29.973435,-99.37515,Cave,,NA,NA,,NA,,,,,
26921,47270,Hall's Cave,29.973435,-99.37515,Cave,,NA,NA,,NA,,,,,
26935,47399,Markagunt Plateau-01,37.8545,-112.80524,Moss Polster,polster,NA,NA,,NA,,,,,
26936,47400,Markagunt Plateau-02,37.827,-112.81243,Moss Polster,polster,NA,NA,,NA,,,,,
26937,47401,Markagunt Plateau-03,37.78039,-112.83192,Moss Polster,polster,NA,NA,,NA,,,,,
26938,47402,Markagunt Plateau-04,37.78368,-112.82959,Moss Polster,polster,NA,NA,,NA,,,,,
26939,47403,Markagunt Plateau-05,37.76274,-112.84949,Moss Polster,polster,NA,NA,,NA,,,,,
26940,47404,Markagunt Plateau-06,37.48898,-112.61463,Moss Polster,polster,NA,NA,,NA,,,,,
26941,47405,Markagunt Plateau-07,37.75418,-112.8384,Moss Polster,polster,NA,NA,,NA,,,,,
26942,47406,Markagunt Plateau-08,37.71174,-112.62213,Moss Polster,polster,NA,NA,,NA,,,,,
26943,47407,Markagunt Plateau-09,37.51528,-112.64319,Moss Polster,polster,NA,NA,,NA,,,,,
26944,47408,Markagunt Plateau-10,37.52617,-112.74402,Moss Polster,polster,NA,NA,,NA,,,,,
26945,47409,Markagunt Plateau-12,37.68153,-112.82926,Moss Polster,polster,NA,NA,,NA,,,,,
26946,47410,"SB-1, Hwy 38, Mill Creek",34.09596,-116.97133,Moss Polster,polster,NA,NA,,NA,,,,,
26947,47411,"SB-2, Santa Ana River, Weesha Club",34.17411,-116.94719,Moss Polster,polster,NA,NA,,NA,,,,,
26948,47412,"SB-3, Hwy 38",34.10691,-116.9706,Moss Polster,polster,NA,NA,,NA,,,,,
26949,47413,"SB-4, Santa Ana River, Seven Oaks",34.17735,-116.92446,Moss Polster,polster,NA,NA,,NA,,,,,
26950,47414,"SB-5, Seven Oaks Road",34.18232,-116.87871,Moss Polster,polster,NA,NA,,NA,,,,,
26951,47415,"SB-6, Seven Oaks Road",34.18321,-116.86742,Moss Polster,polster,NA,NA,,NA,,,,,
26952,47416,"SB-7, Seven Oaks Road",34.18214,-116.85558,Moss Polster,polster,NA,NA,,NA,,,,,
26953,47417,"SB-8, Hwy 38",34.15877,-116.94657,Moss Polster,polster,NA,NA,,NA,,,,,
26954,47418,"SB-9, Poopout Hill Trail",34.15993,-116.87173,Moss Polster,polster,NA,NA,,NA,,,,,
26955,47419,"SB-10, South Fork Trail",34.15657,-116.86694,Moss Polster,polster,NA,NA,,NA,,,,,
26956,47420,"SB-11, South Fork Trail",34.14764,-116.85797,Moss Polster,polster,NA,NA,,NA,,,,,
26957,47421,"SB-12, Dollar Lake Trail",34.1275,-116.84666,Moss Polster,polster,NA,NA,,NA,,,,,
26958,47422,"SB-13, Dollar Lake Trail",34.12825,-116.83846,Moss Polster,polster,NA,NA,,NA,,,,,
26959,47423,"SB-14, Dry Lake",34.11807,-116.82729,Moss Polster,polster,NA,NA,,NA,,,,,
26960,47424,"SB-15, Dollar Lake",34.12248,-116.85344,Moss Polster,polster,NA,NA,,NA,,,,,
26961,47425,"SB-16, San Gorgonio saddle",34.10117,-116.83069,Moss Polster,polster,NA,NA,,NA,,,,,
26962,47426,"SB-17, San Gorgonio summit",34.09906,-116.82481,Moss Polster,polster,NA,NA,,NA,,,,,
26963,47427,"SJ-1, Diamond Valley",33.71317,-117.05221,Moss Polster,polster,NA,NA,,NA,,,,,
26964,47428,"SJ-2, Diamond Valley",33.70374,-116.98022,Moss Polster,polster,NA,NA,,NA,,,,,
26965,47429,"SJ-3, Hwy 74",33.73409,-116.81605,Moss Polster,polster,NA,NA,,NA,,,,,
26966,47430,"SJ-4, Hwy 74",33.71924,-116.79106,Moss Polster,polster,NA,NA,,NA,,,,,
26967,47431,"SJ-5, Hwy 74",33.70302,-116.77073,Moss Polster,polster,NA,NA,,NA,,,,,
26968,47432,"SJ-6, Hwy 74",33.70156,-116.74299,Moss Polster,polster,NA,NA,,NA,,,,,
26969,47433,"SJ-7, Hwy 243",33.72078,-116.72307,Moss Polster,polster,NA,NA,,NA,,,,,
26970,47434,"SJ-8, Hwy 243, near Idyllwild",33.74814,-116.738,Moss Polster,polster,NA,NA,,NA,,,,,
26971,47435,"SR-9, Humber Park",33.76565,-116.68636,Moss Polster,polster,NA,NA,,NA,,,,,
26972,47436,"SJ-10, Devil's Slide",33.77506,-116.68014,Moss Polster,polster,NA,NA,,NA,,,,,
26973,47437,"SJ-11, Devil's Slide",33.77479,-116.67526,Moss Polster,polster,NA,NA,,NA,,,,,
10282,47438,Skunk Cabbage Meadow,33.77433,-116.66602,Moss Polster,polster,NA,NA,,NA,,,,,
26974,47439,"SJ-13, Willow Creek Trail",33.79554,-116.64863,Moss Polster,polster,NA,NA,,NA,,,,,
26975,47440,"SJ-14, Willow Creek Trail",33.79715,-116.64321,Moss Polster,polster,NA,NA,,NA,,,,,
26976,47441,"SJ-15, Hwy 74, Garner Valley",33.64254,-116.65579,Moss Polster,polster,NA,NA,,NA,,,,,
